20220216_161334888095.mp3,نهایی هاکی المپیک زمستانی راه یافت روسیه در این بازی چهل شوت به سمت دروازه دانمارک داشت این در حالی بود که دانمارک تنها هجده شوت رو در این بازی ثبت کرد فلمن نوئل اسکی باز فرانسوی در مارپیچ کوچک با اختلاف زیاد از حریفانش با ثبت زمان یک دقیقه و چهل و چهار ثانیه و نه صدم ثانیه مدال طلا را از آن خود کرد یوهانس اشتارلز از اتریش با شصت و یک صدم ثانیه به مدال نقره رسید و است سباستین فتولباگ از نروژ
20220217_033813077577.mp3,بزرگتر و بزرگتر بشن چون در یک فساد سیستماتیک رو به رو هستی و این کاملا متفاوت با این هست که تعدادی مفسد یا تعدادی آدمی که سلامت دست ندارن پاکدست نیستن بر راس امور قرر گرفتن این اصلا کاملا دو مقوله مجزاست و باید فکر میکنم آقای حسن نیا  که به این باید بسیار پرداخته بشه   آقای حسن نیا امروز هم خبرگزاری فارس مطلبی در همین مورد منتشر کرد گفته شد که خب افرادی در اینجا اعتماد بیجا
20220217_091410393945.mp3,"اساسی هست که همیشه وجود داشته در ایران , متشکرم از توضیحات شما داریوش بوربور استاد معماری و شهرسازی که از تهران با ما صحبت میکرد , بعد از تعیین قیمت برای نان شیر ماست مرغ و تخم مرغ حالا دولت ایران می خواهد قیمت برنج ایرانی و گوشت قرمز را هم دستوری تعیین کند هفته پیش بعد از افزایش شدید قیمت گوشت و برنج دولت اعلام کرد که آن ها را اینترنتی به قیمتی پایینتر می فروشد"
20220217_233127391973.mp3,اینکه امروز که شما دو تا دل داده میرید سمت بمبئی فکر کردم بهتره کارای رسمی رو انجام بدیم میدونی دیگه تمایل نامه یا چیزی که هردمون امضا کنیم برای همون قضیه ادغام دو تولیدی که حرفشو میزدیم میگم چطوره بعد از اینکه صبحونمون رو خوردیم بریم دفتر تو با اون یارو احمقی که اسم چی بود که تظاهر میکنه شریکه پدرته صحبت کنیم منظورتون آقای بروزر برینگتونه  بروزر برینگتن خودشه حتی یه بروزر واقعی هم نیست
20220218_072720763181.mp3,نود و هشت دستگیر شده بود در نامه ای نوشته بود قرچک نام مستعار جهنم است تابستان همان سال به دلیل حمله آسمی از همین زندان زندان قرچک ورامین به بیمارستان منتقل شد منیره عربشاهی که برای اعتراض به حجاب اجباری به همراه دخترش یاسمن آریانی بازداشت شد در تابستان نود و هشت در نامه ای سرگشاده درباره قرچک نوشته بود فرزندانم مدام از جانب زندانیان خطرناک مورد حمله فحاشی و تهدید قرار میگیرند و سپیده قلیان
20220217_171952787011.mp3,ایران عنوان میکنه ما در ایران اینترنشنال در چند هفته گذشته  خبری اختصاصی را در رابطه با پیشرفت برنامه پهبادی جمهوری اسلامی ایران فاش کردیم در اون خبر اختصاصی گفته شد که جمهوری اسلامی ایران به طور گسترده به تولید پهباد های انتحاری و انفجاری پرداخته و آن را به نیرو های نیابتی خودش در سراسر منطقه  می فرسته و امروز اسرائیل عنوان میکنه که یکی از خطرات جدی برای اسرائیل در حال حاضر این
20220216_215830795791.mp3,در شورای امنیت مطرح هست همیشه همه چیز هست شرایطی وجود دارد که جامعه جهانی تقاضاهای مشخصی از طالبان دارند در قسمت به رسمیت شناختن از آنها هنوز تصمیمی در قسمت برسمیت شناسایی شناسایی رسمی طالبان وجود ندارد زیرا تعهداتی را که طالبان کردن باید او برآورده شود در قسمت حقوق حقوق زنان حقوق بشر مسایل نغض و تخطی های که فعلا صورت میگیرد
20220218_041653183356.mp3,اونایی که کار میکنند و اون تماشاچیای دستچین شده تو اون حضور دارن بر اینکه در این این حبابم از تمام  محیط اطراف قطع یعنی اینکه حتی در مسیرای حرکتی از فرودگاه به داخل این سه تا حباب که حول و هوش محل برگزاریه هیچ تماسی با محیط اطراف ندارن اونها برا اینکه وارد این حباب بشن بیست و یک روز در در قرن تا بیست و یک روز در قرنطینه باید به سر میبردن باید کاملا واکسینه میشدن و در این حباب میبینیم که با ابزار پیشرفته تکنولوژیک مثل روبات ها از ورزشکاران یا
20220217_195839320460.mp3,سال نود و نه هنگام عبور از یه خیابون در شهر دزفول کنار پیاده رو یه کودک کار افغانستانی رو میبینه که بساطی پهن کرد و وسایلی میفروشه و در همون حال در دفترچه ای خطوطی رسم میکنه آقای گلچین توجهش به نوشته های کودک جلب میشه و با چند پرسش از اون متوجه میشه که آرش نه سالشه به مدرسه نمیره و بعد از ملاقات با والدین آرش معلوم میشه که هیچ مدرسه ای آرش رو ثبت نام نمیکنه مطابق قوانین ایران
20220218_012856174291.mp3,در فرانسه یک اصطلاحی داریم میگیم در کلمه دنوسه انوسه هستش یعنی در افشا کردن شما بیان می کنید پس وقتی که ما از داریم یک موضوعی رو علنی صحنه اعدام رو نشون میدیم ازش عکس میگیریم فیلم میگیریم باید از خودمون این سوال رو بکنیم آیا افشای خشونت بازتابش نیست چقدر تأثیرگذاره  بذارید بذارید یه عکس دیگه رو نشون بدیم که من منظورمو منظور خودم رو در اون سؤالی که طرح
